".id"	"Name"	"Ideology"	"Icon"	"City"	"State"	"Latitude"	"Longitude"	"Location"	"city"
"4"	"Aryan Nations OH"	"Neo-Nazi"	"neo-nazi"	"Bainbridge"	"Ohio"	39.22	-83.27	"(39.22, -83.27)"	"Detroit, MI"
"4"	"Southern Mountain Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Harrogate"	"Tennessee"	36.58	-83.65	"(36.58, -83.65)"	"Detroit, MI"
"5"	"Israelite Church of God in Jesus Christ"	"Black Separatist"	"black-separatist"	"Kansas City"	"Missouri"	38.945066	-94.577919	"(38.945066, -94.577919)"	"Kansas City, MO"
"5"	"Artisan Publishers"	"General Hate"	"other"	"Muskogee"	"Oklahoma"	35.358953	-95.265619	"(35.358953, -95.265619)"	"Kansas City, MO"
"5"	"Creativity Movement"	"Neo-Nazi"	"neo-nazi"	"Mt Vernon"	"Texas"	33.18	-95.22	"(33.18, -95.22)"	"Kansas City, MO"
"5"	"Ku Klos Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Kountze"	"Texas"	30.371597	-94.312411	"(30.371597, -94.312411)"	"Kansas City, MO"
"5"	"Tony Alamo Christian Ministries"	"General Hate"	"other"	"Texarkana"	"Texas"	33.425125	-94.047688	"(33.425125, -94.047688)"	"Kansas City, MO"
"5"	"Tony Alamo Christian Ministries"	"General Hate"	"other"	"Fouke"	"Arkansas"	33.261239	-93.885459	"(33.261239, -93.885459)"	"Kansas City, MO"
"5"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Logansport"	"Louisiana"	31.975445	-93.997967	"(31.975445, -93.997967)"	"Kansas City, MO"
"5"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Kansas City"	"Missouri"	38.98	-94.55	"(38.98, -94.55)"	"Kansas City, MO"
"5"	"Aryan Strikeforce"	"Racist Skinhead"	"racist-skinhead"	""	"Minnesota"	46.72	-94.68	"(46.72, -94.68)"	"Kansas City, MO"
"5"	"You Can Run But You Cannot Hide"	"Anti-LGBT"	"anti-lgbt"	"Annandale"	"Minnesota"	45.261111	-94.124166	"(45.261111, -94.124166)"	"Kansas City, MO"
"5"	"Tony Alamo Christian Ministries"	"General Hate"	"other"	"Fort Smith"	"Arkansas"	35.37046	-94.413064	"(35.37046, -94.413064)"	"Kansas City, MO"
"5"	"Original Knight Riders Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Livingston"	"Texas"	30.711029	-94.932989	"(30.711029, -94.932989)"	"Kansas City, MO"
"5"	"Loyal White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	""	"Texas"	32.583706	-95.108835	"(32.583706, -95.108835)"	"Kansas City, MO"
"5"	"Holy Order Ministry"	"Christian Identity"	"christian-identity"	"De Kalb"	"Texas"	33.508725	-94.616319	"(33.508725, -94.616319)"	"Kansas City, MO"
"6"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Montgomery"	"Alabama"	32.398931	-86.322463	"(32.398931, -86.322463)"	"Louisville, KY-IN"
"6"	"TC Family (Traverse City Family)"	"Anti-LGBT"	"anti-lgbt"	"Traverse City"	"Michigan"	44.763056	-85.620631	"(44.763056, -85.620631)"	"Louisville, KY-IN"
"6"	"United Klans of America"	"Ku Klux Klan"	"kkk"	"Anniston"	"Alabama"	33.659825	-85.831631	"(33.659825, -85.831631)"	"Louisville, KY-IN"
"6"	"American Front"	"Racist Skinhead"	"racist-skinhead"	"Lynn Haven"	"Florida"	30.24	-85.64	"(30.24, -85.64)"	"Louisville, KY-IN"
"6"	"Supreme White Alliance"	"Racist Skinhead"	"racist-skinhead"	"Frankfort"	"Kentucky"	38.248101	-84.898477	"(38.248101, -84.898477)"	"Louisville, KY-IN"
"6"	"Crew 38"	"Racist Skinhead"	"racist-skinhead"	"Huntsville"	"Alabama"	34.730891	-86.58	"(34.730891, -86.58)"	"Louisville, KY-IN"
"6"	"Creativity Alliance"	"Neo-Nazi"	"neo-nazi"	""	"Tennessee"	35.509872	-86.58	"(35.509872, -86.58)"	"Louisville, KY-IN"
"6"	"White Aryan Resistance"	"Neo-Nazi"	"neo-nazi"	"Warsaw"	"Indiana"	41.23	-85.85	"(41.23, -85.85)"	"Louisville, KY-IN"
"6"	"Occidental Dissent"	"White Nationalist"	"white-nationalist"	"Eufaula"	"Alabama"	31.979345	-85.168674	"(31.979345, -85.168674)"	"Louisville, KY-IN"
"6"	"Vinlanders Indiana"	"Racist Skinhead"	"racist-skinhead"	"Knightstown"	"Indiana"	39.79	-85.52	"(39.79, -85.52)"	"Louisville, KY-IN"
"6"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Eufaula"	"Alabama"	31.969345	-85.168674	"(31.969345, -85.168674)"	"Louisville, KY-IN"
"6"	"American Vikings"	"White Nationalist"	"white-nationalist"	"Knightstown"	"Indiana"	39.791127	-85.52	"(39.791127, -85.52)"	"Louisville, KY-IN"
"6"	"Loyal White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Kokomo"	"Indiana"	40.535199	-86.18	"(40.535199, -86.18)"	"Louisville, KY-IN"
"6"	"Aryan Strikeforce"	"Racist Skinhead"	"racist-skinhead"	""	"Indiana"	40.263547	-86.13	"(40.263547, -86.13)"	"Louisville, KY-IN"
"6"	"Aryan Nations OH"	"Neo-Nazi"	"neo-nazi"	""	"Michigan"	44.31	-85.6	"(44.31, -85.6)"	"Louisville, KY-IN"
"6"	"United Klans of America"	"Ku Klux Klan"	"kkk"	"Ashland"	"Alabama"	33.273725	-85.836074	"(33.273725, -85.836074)"	"Louisville, KY-IN"
"6"	"WTM Enterprises"	"White Nationalist"	"white-nationalist"	"Roanoke"	"Indiana"	40.962546	-85.373307	"(40.962546, -85.373307)"	"Louisville, KY-IN"
"6"	"Heathens Motorcycle Club"	"Neo-Nazi"	"neo-nazi"	"Rome"	"Georgia"	34.257038	-85.164672	"(34.257038, -85.164672)"	"Louisville, KY-IN"
"6"	"Traditionalist American Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Prattville"	"Alabama"	32.475494	-86.428853	"(32.475494, -86.428853)"	"Louisville, KY-IN"
"6"	"Gallows Tree Wotansvolk Alliance"	"Neo-Nazi"	"neo-nazi"	""	"Indiana"	40.26	-86.13	"(40.26, -86.13)"	"Louisville, KY-IN"
"6"	"League of the South"	"Neo-Confederate"	"neo-confederate"	"Wetumpka"	"Alabama"	32.553744	-86.211912	"(32.553744, -86.211912)"	"Louisville, KY-IN"
"6"	"Original Knight Riders Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Frankfort"	"Kentucky"	38.200905	-84.873283	"(38.200905, -84.873283)"	"Louisville, KY-IN"
"6"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Grand Rapids"	"Michigan"	42.920478	-85.647216	"(42.920478, -85.647216)"	"Louisville, KY-IN"
"6"	"Loyal White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	""	"Kentucky"	38.258101	-84.898477	"(38.258101, -84.898477)"	"Louisville, KY-IN"
"6"	"Protestant White Nationalist Party of Kentucky/Uncreated Light"	"White Nationalist"	"white-nationalist"	"Louisville"	"Kentucky"	38.25	-85.75	"(38.25, -85.75)"	"Louisville, KY-IN"
"6"	"Culture Wars/Fidelity Press"	"Radical Traditional Catholicism"	"rad-trad-catholicism"	"South Bend"	"Indiana"	41.689403	-86.252357	"(41.689403, -86.252357)"	"Louisville, KY-IN"
"6"	"Fraternal Order of the Cross"	"Ku Klux Klan"	"kkk"	"Madison"	"Indiana"	38.735893	-85.379957	"(38.735893, -85.379957)"	"Louisville, KY-IN"
"6"	"Traditionalist Youth Network at Indiana University"	"White Nationalist"	"white-nationalist"	"Bloomington"	"Indiana"	39.165325	-86.526385	"(39.165325, -86.526385)"	"Louisville, KY-IN"
"6"	"Crew 38"	"Racist Skinhead"	"racist-skinhead"	""	"Indiana"	40.26	-86.123543	"(40.26, -86.123543)"	"Louisville, KY-IN"
"6"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Indianapolis"	"Indiana"	39.802988	-86.103918	"(39.802988, -86.103918)"	"Louisville, KY-IN"
"6"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	"Wetumpka"	"Alabama"	32.543744	-86.211912	"(32.543744, -86.211912)"	"Louisville, KY-IN"
"6"	"Confederate Hammerskins"	"Racist Skinhead"	"racist-skinhead"	"Huntsville"	"Alabama"	34.73	-86.58	"(34.73, -86.58)"	"Louisville, KY-IN"
"6"	"Gallows Tree Wotansvolk Alliance"	"Neo-Nazi"	"neo-nazi"	"Grand Rapids"	"Michigan"	42.96	-85.66	"(42.96, -85.66)"	"Louisville, KY-IN"
"6"	"Aryan Nations OH"	"Neo-Nazi"	"neo-nazi"	""	"Tennessee"	35.51	-86.58	"(35.51, -86.58)"	"Louisville, KY-IN"
"6"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Tennessee"	35.51	-86.58	"(35.51, -86.58)"	"Louisville, KY-IN"
"6"	"Ku Klos Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Kokomo"	"Indiana"	40.53	-86.18	"(40.53, -86.18)"	"Louisville, KY-IN"
"6"	"National Youth Front"	"White Nationalist"	"white-nationalist"	"Indianapolis"	"Indiana"	39.76	-86.15	"(39.76, -86.15)"	"Louisville, KY-IN"
"6"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Chattanooga"	"Tennessee"	35.001011	-85.316206	"(35.001011, -85.316206)"	"Louisville, KY-IN"
"7"	"Conservative Citizens Foundation Inc"	"White Nationalist"	"white-nationalist"	"Saint Louis"	"Missouri"	38.630539	-90.192821	"(38.630539, -90.192821)"	"Memphis, TN-AR-MS"
"7"	"Southern National Congress"	"Neo-Confederate"	"neo-confederate"	""	"Mississippi"	32.80735	-89.474217	"(32.80735, -89.474217)"	"Memphis, TN-AR-MS"
"7"	"Aryan Nations LA"	"Neo-Nazi"	"neo-nazi"	""	"Mississippi"	32.35	-89.39	"(32.35, -89.39)"	"Memphis, TN-AR-MS"
"7"	"National Association for the Advancement of America"	"White Nationalist"	"white-nationalist"	"McComb"	"Mississippi"	31.16	-90.28	"(31.16, -90.28)"	"Memphis, TN-AR-MS"
"7"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"St. Louis"	"Missouri"	38.578783	-90.421944	"(38.578783, -90.421944)"	"Memphis, TN-AR-MS"
"7"	"National Socialist Movement"	"Neo-Nazi"	"neo-nazi"	""	"Mississippi"	32.358503	-89.39	"(32.358503, -89.39)"	"Memphis, TN-AR-MS"
"7"	"Sadistic Souls Motorcycle Club"	"Neo-Nazi"	"neo-nazi"	"Brighton"	"Illinois"	39.03	-90.14	"(39.03, -90.14)"	"Memphis, TN-AR-MS"
"7"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"Horn Lake"	"Mississippi"	34.963116	-90.032342	"(34.963116, -90.032342)"	"Memphis, TN-AR-MS"
"7"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Walthall"	"Mississippi"	33.60146	-89.272852	"(33.60146, -89.272852)"	"Memphis, TN-AR-MS"
"7"	"Political Cesspool"	"White Nationalist"	"white-nationalist"	"Bartlett"	"Tennessee"	35.15	-90.05	"(35.15, -90.05)"	"Memphis, TN-AR-MS"
"7"	"Traditionalist American Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Potosi"	"Missouri"	37.936438	-90.787908	"(37.936438, -90.787908)"	"Memphis, TN-AR-MS"
"7"	"Mississippi White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	"Bruce"	"Mississippi"	33.992055	-89.348964	"(33.992055, -89.348964)"	"Memphis, TN-AR-MS"
"7"	"Watchmen Bible Study Group"	"Christian Identity"	"christian-identity"	"Wappapello"	"Missouri"	36.935556	-90.270833	"(36.935556, -90.270833)"	"Memphis, TN-AR-MS"
"7"	"Nation Of Islam"	"Black Separatist"	"black-separatist"	"East Saint Louis"	"Illinois"	38.615721	-90.116746	"(38.615721, -90.116746)"	"Memphis, TN-AR-MS"
"7"	"Christian Defense League"	"Neo-Nazi"	"neo-nazi"	"Mandeville"	"Louisiana"	30.36469	-90.08779	"(30.36469, -90.08779)"	"Memphis, TN-AR-MS"
"7"	"Pilgrims Covenant Church"	"Anti-LGBT"	"anti-lgbt"	"Monroe"	"Wisconsin"	42.601119	-89.638453	"(42.601119, -89.638453)"	"Memphis, TN-AR-MS"
"7"	"Nation of Islam"	"Black Separatist"	"black-separatist"	"St. Louis"	"Missouri"	38.708457	-90.250618	"(38.708457, -90.250618)"	"Memphis, TN-AR-MS"
"7"	"Sadistic Souls Motorcycle Club"	"Neo-Nazi"	"neo-nazi"	"Mercer"	"Wisconsin"	46.16	-90.06	"(46.16, -90.06)"	"Memphis, TN-AR-MS"
"7"	"Invictus Books"	"General Hate"	"other"	"Wentzville"	"Missouri"	38.815492	-90.873918	"(38.815492, -90.873918)"	"Memphis, TN-AR-MS"
"7"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Calhoun City"	"Mississippi"	33.855391	-89.311461	"(33.855391, -89.311461)"	"Memphis, TN-AR-MS"
"7"	"Loyal White Knights of the Ku Klux Klan"	"Ku Klux Klan"	"kkk"	""	"Illinois"	40.695773	-89.582474	"(40.695773, -89.582474)"	"Memphis, TN-AR-MS"
"7"	"Council of Conservative Citizens"	"White Nationalist"	"white-nationalist"	"Jackson"	"Mississippi"	32.350399	-90.152946	"(32.350399, -90.152946)"	"Memphis, TN-AR-MS"
